Reference Area,Time Period,Sex,Age group,Units of measurement,Observation Value
Burundi,1982,All genders,Not applicable,Percent,3.17974
Burundi,1981,Male,Not applicable,Percent,4.10157
Burundi,1981,All genders,Not applicable,Percent,2.98094
Burundi,1981,Female,Not applicable,Percent,1.8851
Burundi,1980,Male,Not applicable,Percent,3.56241
Burundi,1980,All genders,Not applicable,Percent,2.60469
Burundi,1980,Female,Not applicable,Percent,1.67272
Burundi,1979,All genders,Not applicable,Percent,2.55586
Burundi,1979,Female,Not applicable,Percent,1.62629
Burundi,1979,Male,Not applicable,Percent,3.51526
Burundi,1978,All genders,Not applicable,Percent,2.43214
Burundi,1978,Male,Not applicable,Percent,3.35745
Burundi,1978,Female,Not applicable,Percent,1.53854
Burundi,1977,All genders,Not applicable,Percent,2.28179
Burundi,1977,Female,Not applicable,Percent,1.48129
Burundi,1977,Male,Not applicable,Percent,3.11209
Burundi,1976,All genders,Not applicable,Percent,2.30458
Burundi,1976,Female,Not applicable,Percent,1.39696
Burundi,1976,Male,Not applicable,Percent,3.24585
Burundi,1975,Female,Not applicable,Percent,1.27084
Burundi,1975,Male,Not applicable,Percent,3.02475
Burundi,1975,All genders,Not applicable,Percent,2.13267
Cambodia,2008,All genders,Not applicable,Percent,45.05133
Cambodia,2008,Female,Not applicable,Percent,41.44336
Cambodia,2008,Male,Not applicable,Percent,48.49611
Cambodia,2007,All genders,Not applicable,Percent,42.53394
Cambodia,2007,Female,Not applicable,Percent,38.36982
Cambodia,2007,Male,Not applicable,Percent,46.52684
Cambodia,2006,All genders,Not applicable,Percent,39.59195
Cambodia,2006,Female,Not applicable,Percent,34.9946
Cambodia,2006,Male,Not applicable,Percent,43.99913
Cambodia,2004,All genders,Not applicable,Percent,31.20585
Cambodia,2004,Female,Not applicable,Percent,25.62955
Cambodia,2004,Male,Not applicable,Percent,36.57059
Cambodia,2003,All genders,Not applicable,Percent,27.40469
Cambodia,2003,Female,Not applicable,Percent,21.39918
Cambodia,2003,Male,Not applicable,Percent,33.21037
Cambodia,2002,All genders,Not applicable,Percent,22.8494
Cambodia,2002,Female,Not applicable,Percent,17.13559
Cambodia,2002,Male,Not applicable,Percent,28.4057
Cambodia,2001,All genders,Not applicable,Percent,18.86819
Cambodia,2001,Male,Not applicable,Percent,24.02158
Cambodia,2001,Female,Not applicable,Percent,13.60019
Cambodia,2000,All genders,Not applicable,Percent,17.23128
Cambodia,2000,Female,Not applicable,Percent,12.11906
Cambodia,2000,Male,Not applicable,Percent,22.26592
Cambodia,1999,Male,Not applicable,Percent,21.60198
Cambodia,1999,Female,Not applicable,Percent,11.43727
Cambodia,1999,All genders,Not applicable,Percent,16.54579
Cambodia,1998,All genders,Not applicable,Percent,17.94692
Cambodia,1998,Female,Not applicable,Percent,12.54526
Cambodia,1998,Male,Not applicable,Percent,23.31509
Cambodia,1991,All genders,Not applicable,Percent,27.77134
Cameroon,2014,Female,Not applicable,Percent,51.8602
Cameroon,2014,All genders,Not applicable,Percent,56.43073
Cameroon,2014,Male,Not applicable,Percent,60.94874
Cameroon,2013,All genders,Not applicable,Percent,52.30213
Cameroon,2013,Male,Not applicable,Percent,56.3502
Cameroon,2013,Female,Not applicable,Percent,48.20708
Cameroon,2012,All genders,Not applicable,Percent,50.46743
Cameroon,2012,Female,Not applicable,Percent,46.52013
Cameroon,2012,Male,Not applicable,Percent,54.36894
Cameroon,2011,All genders,Not applicable,Percent,47.26565
Cameroon,2011,Male,Not applicable,Percent,51.20145
Cameroon,2011,Female,Not applicable,Percent,43.28278
Cameroon,2009,All genders,Not applicable,Percent,39.63644
Cameroon,2009,Female,Not applicable,Percent,36.02901
Cameroon,2009,Male,Not applicable,Percent,43.20423
Cameroon,2008,All genders,Not applicable,Percent,35.94419
Cameroon,2008,Male,Not applicable,Percent,39.93734
Cameroon,2008,Female,Not applicable,Percent,31.90831
Cameroon,2007,All genders,Not applicable,Percent,31.76378
Cameroon,2007,Female,Not applicable,Percent,27.71726
Cameroon,2007,Male,Not applicable,Percent,35.76846
Cameroon,2006,All genders,Not applicable,Percent,23.16983
Cameroon,2006,Male,Not applicable,Percent,25.85417
Cameroon,2006,Female,Not applicable,Percent,20.45755
Cameroon,2005,All genders,Not applicable,Percent,26.64419
Cameroon,2005,Female,Not applicable,Percent,23.47547
Cameroon,2005,Male,Not applicable,Percent,29.78213
Cameroon,2004,All genders,Not applicable,Percent,26.17792
Cameroon,2004,Male,Not applicable,Percent,29.27458
Cameroon,2004,Female,Not applicable,Percent,23.05235
Cameroon,2003,All genders,Not applicable,Percent,29.41011
Cameroon,2003,Male,Not applicable,Percent,32.03253
Cameroon,2003,Female,Not applicable,Percent,26.76379
Cameroon,2002,Male,Not applicable,Percent,34.49761
Cameroon,2002,Female,Not applicable,Percent,21.21818
Cameroon,2002,All genders,Not applicable,Percent,27.88825
Cameroon,2001,Male,Not applicable,Percent,35.38243
Cameroon,2001,Female,Not applicable,Percent,28.6767
Cameroon,2001,All genders,Not applicable,Percent,32.0455
Cameroon,2000,All genders,Not applicable,Percent,27.29512
Cameroon,1999,Female,Not applicable,Percent,23.64764
Cameroon,1999,All genders,Not applicable,Percent,25.94187
Cameroon,1999,Male,Not applicable,Percent,28.21595
Cameroon,1998,Female,Not applicable,Percent,20.65646
Cameroon,1998,Male,Not applicable,Percent,28.44637
Cameroon,1998,All genders,Not applicable,Percent,24.56804
Cameroon,1997,Female,Not applicable,Percent,21.20025
Cameroon,1997,All genders,Not applicable,Percent,23.82649
Cameroon,1997,Male,Not applicable,Percent,26.43077
Cameroon,1995,Female,Not applicable,Percent,20.91065
Cameroon,1995,Male,Not applicable,Percent,30.51109
Cameroon,1995,All genders,Not applicable,Percent,25.72893
Cameroon,1994,All genders,Not applicable,Percent,26.70493
Cameroon,1992,Female,Not applicable,Percent,23.22695
Cameroon,1992,All genders,Not applicable,Percent,27.8301
Cameroon,1992,Male,Not applicable,Percent,32.40811
Cameroon,1991,Female,Not applicable,Percent,22.3903
Cameroon,1991,Male,Not applicable,Percent,31.43116
Cameroon,1991,All genders,Not applicable,Percent,26.9225
Cameroon,1990,Female,Not applicable,Percent,20.66401
Cameroon,1990,All genders,Not applicable,Percent,25.45207
Cameroon,1990,Male,Not applicable,Percent,30.21873
Cameroon,1989,All genders,Not applicable,Percent,25.30541
Cameroon,1989,Male,Not applicable,Percent,30.22699
Cameroon,1989,Female,Not applicable,Percent,20.36455
Cameroon,1988,All genders,Not applicable,Percent,24.82392
Cameroon,1988,Female,Not applicable,Percent,19.69813
Cameroon,1988,Male,Not applicable,Percent,29.93119
Cameroon,1987,All genders,Not applicable,Percent,23.81009
Cameroon,1987,Male,Not applicable,Percent,28.923
Cameroon,1987,Female,Not applicable,Percent,18.67829
Cameroon,1986,All genders,Not applicable,Percent,21.83847
Cameroon,1986,Female,Not applicable,Percent,16.84279
Cameroon,1986,Male,Not applicable,Percent,26.81353
Cameroon,1985,All genders,Not applicable,Percent,21.61653
Cameroon,1985,Male,Not applicable,Percent,26.78159
Cameroon,1985,Female,Not applicable,Percent,16.43083
Cameroon,1984,All genders,Not applicable,Percent,20.20845
Cameroon,1984,Female,Not applicable,Percent,15.00724
Cameroon,1984,Male,Not applicable,Percent,25.3896
Cameroon,1983,All genders,Not applicable,Percent,19.29081
Cameroon,1983,Male,Not applicable,Percent,24.56583
Cameroon,1983,Female,Not applicable,Percent,13.99552
Cameroon,1982,All genders,Not applicable,Percent,18.1325
Cameroon,1982,Female,Not applicable,Percent,13.07992
Cameroon,1982,Male,Not applicable,Percent,23.16504
Cameroon,1981,All genders,Not applicable,Percent,17.64272
Cameroon,1981,Male,Not applicable,Percent,22.76799
Cameroon,1981,Female,Not applicable,Percent,12.49549
Cameroon,1980,All genders,Not applicable,Percent,16.64165
Cameroon,1980,Female,Not applicable,Percent,11.78595
Cameroon,1980,Male,Not applicable,Percent,21.47924
Cameroon,1979,All genders,Not applicable,Percent,16.1083
Cameroon,1979,Male,Not applicable,Percent,20.9328
Cameroon,1979,Female,Not applicable,Percent,11.26823
Cameroon,1978,All genders,Not applicable,Percent,15.40167
Cameroon,1978,Female,Not applicable,Percent,10.58899
Cameroon,1978,Male,Not applicable,Percent,20.2008
Cameroon,1977,All genders,Not applicable,Percent,14.26162
Cameroon,1977,Male,Not applicable,Percent,18.88502
Cameroon,1977,Female,Not applicable,Percent,9.6263
Cameroon,1976,Male,Not applicable,Percent,17.43765
Cameroon,1976,Female,Not applicable,Percent,8.43686
Cameroon,1976,All genders,Not applicable,Percent,12.94292
Cameroon,1975,Male,Not applicable,Percent,16.12865
Cameroon,1975,Female,Not applicable,Percent,7.47777
Cameroon,1975,All genders,Not applicable,Percent,11.807
Canada,2013,Male,Not applicable,Percent,109.83087
Canada,2013,Female,Not applicable,Percent,110.03767
Canada,2013,All genders,Not applicable,Percent,109.93155
Canada,2012,Female,Not applicable,Percent,110.1178
Canada,2012,All genders,Not applicable,Percent,110.2676
Canada,2012,Male,Not applicable,Percent,110.41014
Canada,2011,Female,Not applicable,Percent,102.32264
Canada,2011,Male,Not applicable,Percent,104.44958
Canada,2011,All genders,Not applicable,Percent,103.41133
Canada,2010,Female,Not applicable,Percent,101.14596
Canada,2010,All genders,Not applicable,Percent,102.39728
Canada,2010,Male,Not applicable,Percent,103.59107
Canada,2009,Female,Not applicable,Percent,101.42137
Canada,2009,Male,Not applicable,Percent,103.84762
Canada,2009,All genders,Not applicable,Percent,102.66321
Canada,2008,Female,Not applicable,Percent,100.94647
Canada,2008,All genders,Not applicable,Percent,102.19685
Canada,2008,Male,Not applicable,Percent,103.38832
Canada,2007,Female,Not applicable,Percent,100.51461
Canada,2007,Male,Not applicable,Percent,102.78374
Canada,2007,All genders,Not applicable,Percent,101.67761
Canada,2006,Female,Not applicable,Percent,100.36234
Canada,2006,All genders,Not applicable,Percent,101.42511
Canada,2006,Male,Not applicable,Percent,102.43318
Canada,2005,Female,Not applicable,Percent,99.89462
Canada,2005,Male,Not applicable,Percent,102.15806
Canada,2005,All genders,Not applicable,Percent,101.05685
Canada,2000,All genders,Not applicable,Percent,101.52009
Canada,2000,Male,Not applicable,Percent,100.57811
Canada,2000,Female,Not applicable,Percent,102.5143
Canada,1999,Male,Not applicable,Percent,101.10455
Canada,1999,Female,Not applicable,Percent,102.82928
Canada,1999,All genders,Not applicable,Percent,101.94372
Canada,1998,Female,Not applicable,Percent,104.79152
Canada,1998,All genders,Not applicable,Percent,105.12161
Canada,1998,Male,Not applicable,Percent,105.43445
Canada,1996,Female,Not applicable,Percent,105.00876
Canada,1996,Male,Not applicable,Percent,104.85431
Canada,1996,All genders,Not applicable,Percent,104.92936
Canada,1995,Female,Not applicable,Percent,104.64472
Canada,1995,All genders,Not applicable,Percent,104.60104
Canada,1995,Male,Not applicable,Percent,104.55971
Canada,1994,Female,Not applicable,Percent,104.93586
Canada,1994,Male,Not applicable,Percent,105.46899
Canada,1994,All genders,Not applicable,Percent,105.20965
Canada,1993,Female,Not applicable,Percent,103.71928
Canada,1993,All genders,Not applicable,Percent,104.05716
Canada,1993,Male,Not applicable,Percent,104.3776
Canada,1992,Female,Not applicable,Percent,102.1525
Canada,1992,Male,Not applicable,Percent,102.20064
Canada,1992,All genders,Not applicable,Percent,102.1772
Canada,1991,Female,Not applicable,Percent,101.13544
Canada,1991,All genders,Not applicable,Percent,100.88231
Canada,1991,Male,Not applicable,Percent,100.64248
Canada,1990,Female,Not applicable,Percent,99.73
Canada,1990,Male,Not applicable,Percent,98.87107
Canada,1990,All genders,Not applicable,Percent,99.2891
Canada,1989,Female,Not applicable,Percent,100.02027
Canada,1989,All genders,Not applicable,Percent,99.13431
Canada,1989,Male,Not applicable,Percent,98.29282
Canada,1988,Female,Not applicable,Percent,99.04409
Canada,1988,Male,Not applicable,Percent,98.75472
Canada,1988,All genders,Not applicable,Percent,98.8958
Canada,1987,Female,Not applicable,Percent,98.65322
Canada,1987,All genders,Not applicable,Percent,98.64681
Canada,1987,Male,Not applicable,Percent,98.6407
Canada,1986,Female,Not applicable,Percent,98.79047
Canada,1986,Male,Not applicable,Percent,98.70851
Canada,1986,All genders,Not applicable,Percent,98.74844
Canada,1985,Female,Not applicable,Percent,98.75124
Canada,1985,All genders,Not applicable,Percent,98.67622
Canada,1985,Male,Not applicable,Percent,98.60502
Canada,1984,Female,Not applicable,Percent,97.73045
Canada,1984,Male,Not applicable,Percent,97.65116
Canada,1984,All genders,Not applicable,Percent,97.68978
Canada,1983,Female,Not applicable,Percent,94.63738
Canada,1983,All genders,Not applicable,Percent,94.59083
Canada,1983,Male,Not applicable,Percent,94.54656
Canada,1982,Female,Not applicable,Percent,92.57029
Canada,1982,Male,Not applicable,Percent,91.38828
Canada,1982,All genders,Not applicable,Percent,91.96498
Canada,1981,Female,Not applicable,Percent,88.87251
Canada,1981,All genders,Not applicable,Percent,87.92107
Canada,1981,Male,Not applicable,Percent,87.01312
Canada,1980,Female,Not applicable,Percent,88.21982
Canada,1980,Male,Not applicable,Percent,86.06914
Canada,1980,All genders,Not applicable,Percent,87.12014
Canada,1979,Female,Not applicable,Percent,88.84327
Canada,1979,All genders,Not applicable,Percent,87.93253
Canada,1979,Male,Not applicable,Percent,87.06095
Canada,1978,Female,Not applicable,Percent,89.9461
Canada,1978,Male,Not applicable,Percent,88.19439
Canada,1978,All genders,Not applicable,Percent,89.05138
Canada,1977,Female,Not applicable,Percent,90.85057
Canada,1977,All genders,Not applicable,Percent,90.03536
Canada,1977,Male,Not applicable,Percent,89.25441
Canada,1976,Female,Not applicable,Percent,91.12559
Canada,1976,Male,Not applicable,Percent,89.76682
Canada,1976,All genders,Not applicable,Percent,90.43146
Canada,1975,Female,Not applicable,Percent,91.92276
Canada,1975,All genders,Not applicable,Percent,91.41694
Canada,1975,Male,Not applicable,Percent,90.93222
Cape Verde,2014,All genders,Not applicable,Percent,92.57947
Cape Verde,2014,Male,Not applicable,Percent,86.76705
Cape Verde,2014,Female,Not applicable,Percent,98.50047
Cape Verde,2013,All genders,Not applicable,Percent,94.24517
Cape Verde,2013,Female,Not applicable,Percent,100.72409
Cape Verde,2013,Male,Not applicable,Percent,87.83702
Cape Verde,2012,Male,Not applicable,Percent,84.22047
Cape Verde,2012,Female,Not applicable,Percent,98.76733
Cape Verde,2012,All genders,Not applicable,Percent,91.48713
Cape Verde,2011,All genders,Not applicable,Percent,89.5345
Cape Verde,2011,Female,Not applicable,Percent,96.09839
Cape Verde,2011,Male,Not applicable,Percent,82.91922
Cape Verde,2010,All genders,Not applicable,Percent,86.47197
Cape Verde,2010,Male,Not applicable,Percent,79.45768
Cape Verde,2010,Female,Not applicable,Percent,93.44235
Cape Verde,2009,All genders,Not applicable,Percent,83.26802
Cape Verde,2009,Female,Not applicable,Percent,90.18479
Cape Verde,2009,Male,Not applicable,Percent,76.35731
Cape Verde,2008,All genders,Not applicable,Percent,83.09976
Cape Verde,2008,Male,Not applicable,Percent,78.63761
Cape Verde,2008,Female,Not applicable,Percent,87.61033
Cape Verde,2007,All genders,Not applicable,Percent,80.16962
Cape Verde,2007,Female,Not applicable,Percent,87.73281
Cape Verde,2007,Male,Not applicable,Percent,72.75577
Cape Verde,2006,All genders,Not applicable,Percent,80.02838
Cape Verde,2006,Male,Not applicable,Percent,73.47936
Cape Verde,2006,Female,Not applicable,Percent,86.7488
Cape Verde,2005,All genders,Not applicable,Percent,68.69294
Cape Verde,2005,Female,Not applicable,Percent,72.98539
Cape Verde,2005,Male,Not applicable,Percent,64.50599
Cape Verde,2004,All genders,Not applicable,Percent,65.70595
Cape Verde,2004,Male,Not applicable,Percent,62.13303
Cape Verde,2004,Female,Not applicable,Percent,69.36138
Cape Verde,2003,All genders,Not applicable,Percent,66.71696
Cape Verde,2003,Female,Not applicable,Percent,70.04709
Cape Verde,2003,Male,Not applicable,Percent,63.45302
Cape Verde,2002,All genders,Not applicable,Percent,66.59414
Cape Verde,2002,Male,Not applicable,Percent,64.76907
Cape Verde,2002,Female,Not applicable,Percent,68.45152
Cape Verde,2001,Male,Not applicable,Percent,61.9756
Cape Verde,2001,Female,Not applicable,Percent,66.57405
Cape Verde,2001,All genders,Not applicable,Percent,64.2571
Cape Verde,2000,All genders,Not applicable,Percent,67.29829
Cape Verde,1994,Male,Not applicable,Percent,30.07459
Cape Verde,1994,All genders,Not applicable,Percent,29.73674
Cape Verde,1994,Female,Not applicable,Percent,29.39041
Cape Verde,1990,Male,Not applicable,Percent,20.26901
